Tourrettes,B1,83,10.15,30572,40826,49097,59270,69725,78579,,12,18,21
Trans-en-Provence,B1,83,10.15,30572,40826,49097,59270,69725,78579,,12,18,21
Vidauban.,B1,83,10.15,30572,40826,49097,59270,69725,78579,,12,18,21
Alleins,B2,13,0,0,0,0,0,0,0,,0,0,0
Aureille,B2,13,0,0,0,0,0,0,0,,0,0,0
Aurons,B2,13,0,0,0,0,0,0,0,,0,0,0
Barbentane,B2,13,0,0,0,0,0,0,0,,0,0,0
Cabannes,B2,13,0,0,0,0,0,0,0,,0,0,0
Châteaurenard,B2,13,0,0,0,0,0,0,0,,0,0,0
Eygalières,B2,13,0,0,0,0,0,0,0,,0,0,0
Eyguières,B2,13,0,0,0,0,0,0,0,,0,0,0
Eyragues,B2,13,0,0,0,0,0,0,0,,0,0,0
Fontvieille,B2,13,0,0,0,0,0,0,0,,0,0,0
Graveson,B2,13,0,0,0,0,0,0,0,,0,0,0
Jouques,B2,13,0,0,0,0,0,0,0,,0,0,0
La Roque-d'Anthéron,B2,13,0,0,0,0,0,0,0,,0,0,0
Lamanon,B2,13,0,0,0,0,0,0,0,,0,0,0
Les Baux-de-Provence,B2,13,0,0,0,0,0,0,0,,0,0,0
Maillane,B2,13,0,0,0,0,0,0,0,,0,0,0
Mallemort,B2,13,0,0,0,0,0,0,0,,0,0,0
Maussane-les-Alpilles,B2,13,0,0,0,0,0,0,0,,0,0,0
Mollégès,B2,13,0,0,0,0,0,0,0,,0,0,0
Mouriès,B2,13,0,0,0,0,0,0,0,,0,0,0
Noves,B2,13,0,0,0,0,0,0,0,,0,0,0
Orgon,B2,13,0,0,0,0,0,0,0,,0,0,0
Paradou,B2,13,0,0,0,0,0,0,0,,0,0,0
Plan-d'Orgon,B2,13,0,0,0,0,0,0,0,,0,0,0
Puyloubier,B2,13,0,0,0,0,0,0,0,,0,0,0
Rognonas,B2,13,0,0,0,0,0,0,0,,0,0,0
Saint-Andiol,B2,13,0,0,0,0,0,0,0,,0,0,0
Saint-Antonin-sur-Bayon,B2,13,0,0,0,0,0,0,0,,0,0,0
Saintes-Maries-de-la-Mer,B2,13,0,0,0,0,0,0,0,,0,0,0
Saint-Paul-lès-Durance,B2,13,0,0,0,0,0,0,0,,0,0,0
Sénas,B2,13,0,0,0,0,0,0,0,,0,0,0
Tarascon,B2,13,0,0,0,0,0,0,0,,0,0,0
